booking_id,customer_id,hotel_id,room_id,created_at,checkin_date,checkout_date,nights,currency,total_amount,status,source
B004601,C02782,H002,H002-R024,2025-05-04,2025-05-04,2025-05-08,4,USD,785.88,confirmed,mobile
B004602,C00920,H006,H006-R007,2025-04-07,2025-04-18,2025-04-22,4,USD,680.1,checked_out,expedia
B004603,C01900,H001,H001-R015,2025-05-18,2025-06-02,2025-06-06,4,EUR,716.3,confirmed,mobile
B004604,C01246,H001,H001-R017,2025-01-20,2025-02-08,2025-02-15,7,EUR,1142.09,cancelled,walk_in
B004605,C02263,H006,H006-R009,2025-03-11,2025-03-31,2025-04-02,2,EUR,324.17,confirmed,booking.com
B004606,C02956,H008,H008-R004,2025-04-30,2025-05-13,2025-05-19,6,GBP,1211.49,confirmed,booking.com
B004607,C02577,H003,H003-R008,2025-04-20,2025-05-01,2025-05-05,4,EUR,804.88,checked_out,walk_in
B004608,C02649,H006,H006-R024,2025-01-30,2025-02-13,2025-02-14,1,GBP,122.59,confirmed,booking.com
B004609,C00828,H002,H002-R014,2025-05-11,2025-05-25,2025-05-28,3,EUR,475.18,confirmed,booking.com
B004610,C02791,H005,H005-R013,2025-05-22,2025-05-25,2025-05-26,1,GBP,221.3,confirmed,booking.com
B004611,C01139,H003,H003-R008,2025-01-22,2025-01-29,2025-01-30,1,USD,129.56,confirmed,expedia
B004612,C00104,H006,H006-R013,2025-06-17,2025-07-10,2025-07-12,2,EUR,361.43,confirmed,web
B004613,C00488,H006,H006-R024,2025-02-01,2025-02-02,2025-02-04,2,USD,442.41,no_show,expedia
B004614,C00369,H008,H008-R011,2025-03-14,2025-03-20,2025-03-22,2,EUR,308.68,confirmed,mobile
B004615,C01917,H001,H001-R008,2025-03-17,2025-03-26,2025-03-29,3,EUR,497.02,checked_out,mobile
B004616,C02586,H007,H007-R002,2025-02-18,2025-03-10,2025-03-12,2,USD,354.46,confirmed,expedia
B004617,C00500,H002,H002-R018,2025-01-03,2025-01-16,2025-01-17,1,EUR,129.53,checked_out,walk_in
B004618,C01757,H007,H007-R025,2025-06-30,2025-07-23,2025-07-24,1,EUR,202.66,checked_out,walk_in
B004619,C02193,H007,H007-R015,2025-05-03,2025-05-11,2025-05-12,1,EUR,199.99,confirmed,expedia
B004620,C00693,H002,H002-R003,2025-04-26,2025-05-12,2025-05-16,4,EUR,495.17,confirmed,expedia
B004621,C01849,H004,H004-R024,2025-06-27,2025-07-22,2025-07-25,3,EUR,410.74,confirmed,mobile
B004622,C01718,H007,H007-R006,2025-04-28,2025-05-01,2025-05-03,2,EUR,238.75,confirmed,mobile
B004623,C00259,H007,H007-R012,2025-07-16,2025-07-31,2025-08-02,2,EUR,388.28,checked_out,mobile
B004624,C02697,H004,H004-R006,2025-04-19,2025-04-27,2025-04-29,2,EUR,383.33,checked_out,expedia
B004625,C00573,H004,H004-R017,2025-01-18,2025-02-03,2025-02-05,2,EUR,332.23,checked_out,web
B004626,C02582,H003,H003-R019,2025-07-10,2025-07-22,2025-07-28,6,EUR,1293.78,confirmed,walk_in
B004627,C01375,H008,H008-R001,2025-04-10,2025-04-19,2025-04-20,1,EUR,194.46,confirmed,booking.com
B004628,C02726,H005,H005-R013,2025-07-09,2025-07-17,2025-07-18,1,EUR,193.01,checked_out,expedia
B004629,C01337,H004,H004-R020,2025-03-11,2025-03-11,2025-03-14,3,EUR,469.5,cancelled,web
B004630,C01431,H005,H005-R008,2025-06-21,2025-07-14,2025-07-17,3,GBP,644.7,no_show,web
B004631,C01307,H004,H004-R016,2025-06-29,2025-07-14,2025-07-16,2,EUR,255.28,confirmed,web
B004632,C02242,H005,H005-R016,2025-02-10,2025-02-24,2025-02-27,3,GBP,544.74,confirmed,mobile
B004633,C02646,H004,H004-R002,2025-04-01,2025-04-12,2025-04-19,7,EUR,1280.82,checked_out,walk_in
B004634,C02039,H008,H008-R023,2025-06-12,2025-07-05,2025-07-07,2,EUR,326.98,confirmed,mobile
B004635,C02575,H004,H004-R006,2025-02-18,2025-03-04,2025-03-11,7,EUR,1057.34,confirmed,mobile
B004636,C00149,H007,H007-R010,2025-06-30,2025-07-18,2025-07-19,1,EUR,186.38,confirmed,booking.com
B004637,C01643,H002,H002-R017,2025-04-08,2025-04-19,2025-04-21,2,EUR,277.35,confirmed,web
B004638,C02117,H006,H006-R002,2025-05-14,2025-05-27,2025-05-29,2,USD,351.49,confirmed,booking.com
B004639,C00580,H007,H007-R007,2025-07-07,2025-07-17,2025-07-19,2,EUR,427.68,checked_out,expedia
B004640,C00833,H003,H003-R003,2025-06-23,2025-07-15,2025-07-21,6,EUR,753.83,confirmed,expedia
B004641,C00961,H005,H005-R023,2025-04-17,2025-04-28,2025-05-03,5,EUR,794.75,no_show,walk_in
B004642,C02418,H001,H001-R024,2025-06-28,2025-07-17,2025-07-18,1,USD,171.58,checked_out,mobile
B004643,C00758,H007,H007-R017,2025-03-20,2025-03-27,2025-03-30,3,EUR,465.46,confirmed,booking.com
B004644,C01002,H004,H004-R015,2025-03-11,2025-03-21,2025-03-27,6,EUR,832.33,checked_out,web
B004645,C02086,H002,H002-R013,2025-05-02,2025-05-02,2025-05-07,5,EUR,704.11,checked_out,mobile
B004646,C02502,H004,H004-R011,2025-04-30,2025-05-09,2025-05-10,1,EUR,174.71,checked_out,mobile
B004647,C00355,H002,H002-R008,2025-07-13,2025-07-29,2025-07-31,2,EUR,259.81,confirmed,expedia
B004648,C00290,H007,H007-R011,2025-04-06,2025-04-06,2025-04-07,1,USD,163.0,confirmed,expedia
B004649,C02565,H002,H002-R015,2025-02-22,2025-03-19,2025-03-24,5,EUR,634.42,confirmed,walk_in
B004650,C01068,H008,H008-R024,2025-04-06,2025-04-13,2025-04-14,1,USD,134.38,confirmed,booking.com
B004651,C02223,H001,H001-R025,2025-04-23,2025-05-14,2025-05-18,4,EUR,842.0,checked_out,mobile
B004652,C00104,H008,H008-R015,2025-07-09,2025-07-26,2025-07-28,2,EUR,246.24,no_show,booking.com
B004653,C01028,H004,H004-R013,2025-01-12,2025-01-20,2025-01-21,1,EUR,193.74,checked_out,mobile
B004654,C02945,H004,H004-R021,2025-02-05,2025-02-06,2025-02-07,1,EUR,139.47,checked_out,booking.com
B004655,C00721,H004,H004-R001,2025-02-25,2025-03-05,2025-03-10,5,USD,1048.84,cancelled,mobile
B004656,C01943,H001,H001-R009,2025-04-15,2025-04-15,2025-04-16,1,EUR,190.17,cancelled,mobile
B004657,C00983,H002,H002-R014,2025-06-05,2025-06-09,2025-06-11,2,EUR,267.93,confirmed,walk_in
B004658,C00321,H008,H008-R018,2025-02-22,2025-03-16,2025-03-17,1,EUR,173.08,checked_out,mobile
B004659,C00913,H004,H004-R023,2025-04-06,2025-04-15,2025-04-18,3,USD,383.19,confirmed,booking.com
B004660,C01340,H006,H006-R005,2025-04-24,2025-05-09,2025-05-10,1,EUR,188.87,checked_out,web
B004661,C02125,H005,H005-R024,2025-04-30,2025-05-08,2025-05-12,4,EUR,738.56,checked_out,booking.com
B004662,C02595,H001,H001-R011,2025-06-15,2025-06-27,2025-07-01,4,EUR,822.18,no_show,booking.com
B004663,C02395,H005,H005-R021,2025-07-01,2025-07-07,2025-07-12,5,EUR,1090.57,confirmed,mobile
B004664,C00702,H004,H004-R013,2025-04-09,2025-04-15,2025-04-18,3,USD,529.8,confirmed,mobile
B004665,C02670,H005,H005-R010,2025-01-14,2025-02-02,2025-02-08,6,EUR,933.13,checked_out,walk_in
B004666,C01219,H008,H008-R004,2025-06-30,2025-07-15,2025-07-22,7,EUR,1014.7,checked_out,booking.com
B004667,C00724,H003,H003-R009,2025-06-01,2025-06-25,2025-06-27,2,EUR,261.16,no_show,walk_in
B004668,C02806,H001,H001-R012,2025-07-19,2025-08-03,2025-08-04,1,EUR,188.54,confirmed,expedia
B004669,C02082,H008,H008-R015,2025-04-28,2025-05-01,2025-05-04,3,EUR,381.73,checked_out,mobile
B004670,C02358,H008,H008-R016,2025-01-04,2025-01-04,2025-01-05,1,EUR,148.78,checked_out,expedia
B004671,C02818,H007,H007-R009,2025-05-30,2025-06-11,2025-06-13,2,EUR,348.19,checked_out,expedia
B004672,C00084,H005,H005-R008,2025-02-17,2025-03-10,2025-03-12,2,EUR,396.52,confirmed,walk_in
B004673,C01278,H004,H004-R018,2025-03-23,2025-03-24,2025-03-25,1,EUR,187.27,confirmed,booking.com
B004674,C02100,H005,H005-R002,2025-06-11,2025-06-13,2025-06-19,6,USD,953.93,cancelled,booking.com
B004675,C00507,H004,H004-R010,2025-05-24,2025-06-10,2025-06-14,4,EUR,653.2,no_show,mobile
B004676,C01794,H008,H008-R005,2025-03-07,2025-03-12,2025-03-14,2,GBP,431.35,confirmed,mobile
B004677,C00444,H001,H001-R008,2025-03-18,2025-04-01,2025-04-03,2,GBP,385.8,checked_out,expedia
B004678,C00189,H007,H007-R021,2025-05-12,2025-05-22,2025-05-24,2,USD,341.94,cancelled,booking.com
B004679,C02009,H003,H003-R023,2025-06-10,2025-06-16,2025-06-17,1,EUR,219.7,cancelled,web
B004680,C02132,H005,H005-R003,2025-01-18,2025-01-28,2025-01-29,1,USD,184.6,cancelled,mobile
B004681,C00740,H006,H006-R019,2025-03-11,2025-03-17,2025-03-22,5,GBP,641.78,checked_out,walk_in
B004682,C01785,H006,H006-R002,2025-06-09,2025-06-15,2025-06-17,2,EUR,342.42,confirmed,web
B004683,C00730,H007,H007-R012,2025-06-01,2025-06-22,2025-06-29,7,EUR,1178.51,confirmed,walk_in
B004684,C02866,H006,H006-R021,2025-06-03,2025-06-18,2025-06-25,7,EUR,885.3,confirmed,mobile
B004685,C00594,H003,H003-R023,2025-01-12,2025-01-29,2025-01-30,1,EUR,217.21,checked_out,booking.com
B004686,C02736,H004,H004-R017,2025-06-04,2025-06-13,2025-06-19,6,EUR,955.78,confirmed,web
B004687,C00901,H002,H002-R005,2025-03-31,2025-04-01,2025-04-03,2,GBP,263.42,checked_out,mobile
B004688,C00724,H001,H001-R011,2025-04-25,2025-05-12,2025-05-13,1,EUR,137.12,cancelled,mobile
B004689,C02865,H008,H008-R015,2025-03-14,2025-03-26,2025-03-27,1,EUR,209.9,confirmed,expedia
B004690,C01244,H007,H007-R023,2025-06-01,2025-06-18,2025-06-25,7,GBP,947.7,checked_out,mobile
B004691,C00112,H004,H004-R022,2025-04-24,2025-05-13,2025-05-14,1,GBP,199.23,checked_out,expedia
B004692,C02850,H006,H006-R011,2025-06-19,2025-07-03,2025-07-04,1,EUR,207.14,checked_out,booking.com
B004693,C00020,H002,H002-R003,2025-06-11,2025-06-18,2025-06-20,2,GBP,361.19,confirmed,mobile
B004694,C01522,H007,H007-R024,2025-05-27,2025-06-17,2025-06-20,3,EUR,630.94,confirmed,mobile
B004695,C02147,H008,H008-R019,2025-04-04,2025-04-23,2025-04-29,6,GBP,1038.71,checked_out,walk_in
B004696,C01382,H007,H007-R023,2025-01-18,2025-02-06,2025-02-08,2,EUR,445.57,confirmed,booking.com
B004697,C02115,H008,H008-R007,2025-07-05,2025-07-20,2025-07-21,1,USD,175.81,confirmed,expedia
B004698,C01530,H004,H004-R009,2025-07-06,2025-07-28,2025-08-04,7,EUR,1185.82,confirmed,mobile
B004699,C02862,H008,H008-R020,2025-05-11,2025-05-19,2025-05-22,3,EUR,628.78,checked_out,mobile
B004700,C00788,H003,H003-R004,2025-01-15,2025-01-31,2025-02-01,1,EUR,153.41,checked_out,booking.com
B004701,C02263,H005,H005-R019,2025-07-05,2025-07-16,2025-07-18,2,EUR,306.47,cancelled,mobile
B004702,C01222,H004,H004-R020,2025-03-30,2025-04-15,2025-04-21,6,EUR,1213.49,checked_out,mobile
B004703,C01559,H001,H001-R023,2025-06-01,2025-06-15,2025-06-19,4,EUR,829.1,checked_out,mobile
B004704,C02552,H002,H002-R001,2025-06-01,2025-06-19,2025-06-23,4,EUR,748.31,confirmed,booking.com
B004705,C01922,H005,H005-R016,2025-01-01,2025-01-12,2025-01-17,5,EUR,1079.64,confirmed,web
B004706,C02892,H005,H005-R009,2025-05-20,2025-06-02,2025-06-05,3,EUR,600.39,confirmed,booking.com
B004707,C01756,H001,H001-R012,2025-07-09,2025-07-23,2025-07-29,6,EUR,1216.29,confirmed,expedia
B004708,C00265,H002,H002-R003,2025-01-08,2025-01-22,2025-01-24,2,EUR,321.49,confirmed,web
B004709,C00768,H003,H003-R001,2025-03-25,2025-03-26,2025-03-30,4,EUR,642.23,cancelled,web
B004710,C00361,H004,H004-R016,2025-04-30,2025-05-16,2025-05-19,3,USD,664.16,checked_out,expedia
B004711,C01702,H004,H004-R016,2025-02-06,2025-02-11,2025-02-12,1,GBP,122.49,checked_out,web
B004712,C02838,H004,H004-R020,2025-03-12,2025-03-20,2025-03-24,4,EUR,740.21,no_show,web
B004713,C02802,H001,H001-R006,2025-04-11,2025-05-02,2025-05-05,3,GBP,625.84,cancelled,walk_in
B004714,C00554,H002,H002-R003,2025-04-11,2025-04-17,2025-04-19,2,EUR,256.18,confirmed,booking.com
B004715,C00489,H005,H005-R018,2025-07-09,2025-07-10,2025-07-12,2,USD,322.64,checked_out,booking.com
B004716,C01233,H008,H008-R017,2025-06-03,2025-06-28,2025-07-04,6,EUR,1037.1,confirmed,expedia
B004717,C02477,H004,H004-R005,2025-02-20,2025-02-21,2025-02-25,4,EUR,688.92,checked_out,expedia
B004718,C00788,H005,H005-R019,2025-05-11,2025-05-11,2025-05-13,2,EUR,372.78,confirmed,web
B004719,C00103,H003,H003-R010,2025-07-02,2025-07-11,2025-07-13,2,EUR,393.33,checked_out,expedia
B004720,C01931,H008,H008-R010,2025-04-04,2025-04-29,2025-05-01,2,EUR,404.31,checked_out,web
B004721,C02948,H003,H003-R003,2025-05-15,2025-05-31,2025-06-02,2,EUR,322.75,checked_out,mobile
B004722,C01712,H001,H001-R020,2025-06-03,2025-06-26,2025-06-27,1,EUR,193.76,confirmed,expedia
B004723,C00414,H002,H002-R004,2025-05-04,2025-05-17,2025-05-18,1,EUR,162.01,cancelled,expedia
B004724,C01284,H004,H004-R022,2025-04-11,2025-04-25,2025-04-29,4,EUR,741.62,cancelled,expedia
B004725,C02448,H005,H005-R020,2025-03-12,2025-03-31,2025-04-03,3,USD,544.98,cancelled,web
B004726,C01913,H006,H006-R012,2025-01-13,2025-01-29,2025-02-01,3,EUR,396.45,checked_out,walk_in
B004727,C01823,H002,H002-R009,2025-03-06,2025-03-06,2025-03-12,6,EUR,870.06,checked_out,walk_in
B004728,C00072,H005,H005-R002,2025-03-18,2025-03-25,2025-03-27,2,EUR,428.16,checked_out,mobile
B004729,C02277,H008,H008-R013,2025-03-07,2025-03-28,2025-03-30,2,EUR,354.45,cancelled,expedia
B004730,C01493,H007,H007-R021,2025-03-11,2025-03-24,2025-03-25,1,EUR,181.98,checked_out,expedia
B004731,C01559,H001,H001-R008,2025-01-21,2025-01-28,2025-01-29,1,EUR,197.36,checked_out,web
B004732,C00295,H005,H005-R024,2025-02-14,2025-02-19,2025-02-23,4,EUR,694.35,checked_out,booking.com
B004733,C00302,H008,H008-R006,2025-05-14,2025-06-06,2025-06-09,3,EUR,543.63,confirmed,web
B004734,C01980,H007,H007-R017,2025-01-30,2025-02-13,2025-02-14,1,EUR,156.76,cancelled,walk_in
B004735,C02740,H002,H002-R025,2025-04-06,2025-04-15,2025-04-18,3,USD,528.5,checked_out,mobile
B004736,C00557,H002,H002-R009,2025-07-04,2025-07-09,2025-07-12,3,EUR,425.83,confirmed,expedia
B004737,C00285,H001,H001-R006,2025-03-11,2025-03-21,2025-03-25,4,EUR,583.77,checked_out,expedia
B004738,C01837,H001,H001-R002,2025-05-07,2025-05-27,2025-06-01,5,EUR,657.8,checked_out,booking.com
B004739,C00315,H008,H008-R014,2025-05-30,2025-06-18,2025-06-21,3,EUR,536.44,confirmed,web
B004740,C00260,H003,H003-R011,2025-02-26,2025-03-12,2025-03-15,3,EUR,502.42,cancelled,web
B004741,C00719,H006,H006-R014,2025-06-11,2025-06-11,2025-06-13,2,EUR,364.6,no_show,booking.com
B004742,C02231,H001,H001-R012,2025-04-08,2025-04-16,2025-04-21,5,EUR,1107.55,confirmed,web
B004743,C01730,H001,H001-R009,2025-06-29,2025-07-05,2025-07-06,1,EUR,122.85,confirmed,walk_in
B004744,C02168,H002,H002-R024,2025-06-28,2025-07-16,2025-07-21,5,EUR,653.99,checked_out,walk_in
B004745,C01759,H008,H008-R023,2025-03-12,2025-03-30,2025-04-04,5,USD,674.27,checked_out,expedia
B004746,C01972,H006,H006-R013,2025-04-29,2025-05-08,2025-05-09,1,USD,172.22,checked_out,booking.com
B004747,C02845,H007,H007-R013,2025-03-03,2025-03-11,2025-03-14,3,EUR,614.51,checked_out,expedia
B004748,C02087,H002,H002-R001,2025-07-10,2025-07-22,2025-07-23,1,EUR,202.94,confirmed,walk_in
B004749,C01025,H004,H004-R023,2025-03-31,2025-04-10,2025-04-12,2,EUR,327.34,checked_out,walk_in
B004750,C00875,H004,H004-R003,2025-06-12,2025-06-30,2025-07-06,6,EUR,1091.15,no_show,web
B004751,C00715,H007,H007-R003,2025-02-16,2025-03-11,2025-03-14,3,USD,601.75,checked_out,expedia
B004752,C00222,H003,H003-R013,2025-01-08,2025-01-17,2025-01-19,2,EUR,402.22,checked_out,expedia
B004753,C00631,H003,H003-R004,2025-04-21,2025-05-03,2025-05-07,4,EUR,581.49,checked_out,mobile
B004754,C01012,H003,H003-R003,2025-02-02,2025-02-11,2025-02-15,4,EUR,710.78,no_show,web
B004755,C00094,H002,H002-R018,2025-07-20,2025-08-03,2025-08-07,4,GBP,487.7,checked_out,web
B004756,C00535,H001,H001-R010,2025-01-16,2025-01-23,2025-01-28,5,EUR,791.3,checked_out,web
B004757,C01555,H005,H005-R013,2025-03-25,2025-04-05,2025-04-08,3,USD,540.36,confirmed,expedia
B004758,C01782,H003,H003-R005,2025-06-22,2025-07-14,2025-07-15,1,GBP,191.41,confirmed,booking.com
B004759,C01810,H004,H004-R020,2025-05-25,2025-05-30,2025-06-01,2,EUR,430.17,checked_out,web
B004760,C02742,H001,H001-R011,2025-06-24,2025-06-29,2025-07-02,3,EUR,603.59,confirmed,expedia
B004761,C01166,H004,H004-R003,2025-04-13,2025-04-23,2025-04-24,1,EUR,194.3,confirmed,walk_in
B004762,C01488,H008,H008-R009,2025-06-03,2025-06-17,2025-06-22,5,USD,674.57,confirmed,mobile
B004763,C01368,H006,H006-R011,2025-02-01,2025-02-26,2025-03-05,7,GBP,1125.26,confirmed,expedia
B004764,C01634,H003,H003-R018,2025-05-19,2025-06-02,2025-06-06,4,EUR,809.49,confirmed,web
B004765,C02713,H001,H001-R016,2025-01-25,2025-02-06,2025-02-10,4,EUR,870.96,confirmed,mobile
B004766,C01306,H001,H001-R022,2025-01-28,2025-02-22,2025-02-24,2,EUR,399.43,confirmed,mobile
B004767,C00502,H003,H003-R016,2025-03-04,2025-03-11,2025-03-15,4,GBP,606.3,confirmed,expedia
B004768,C01928,H002,H002-R012,2025-06-06,2025-06-24,2025-06-25,1,EUR,154.05,confirmed,booking.com
B004769,C02898,H002,H002-R021,2025-06-23,2025-07-18,2025-07-23,5,EUR,861.23,confirmed,web
B004770,C01031,H003,H003-R008,2025-07-09,2025-07-27,2025-07-31,4,EUR,697.47,cancelled,mobile
B004771,C02014,H006,H006-R017,2025-01-24,2025-01-31,2025-02-06,6,EUR,1324.94,confirmed,mobile
B004772,C02226,H003,H003-R023,2025-03-14,2025-03-30,2025-04-01,2,EUR,355.57,confirmed,expedia
B004773,C01273,H004,H004-R007,2025-03-03,2025-03-16,2025-03-20,4,EUR,551.23,cancelled,web
B004774,C01584,H001,H001-R002,2025-04-10,2025-04-12,2025-04-14,2,USD,389.07,confirmed,walk_in
B004775,C00125,H007,H007-R011,2025-03-01,2025-03-01,2025-03-02,1,EUR,208.06,cancelled,walk_in
B004776,C01750,H006,H006-R020,2025-04-03,2025-04-12,2025-04-13,1,USD,148.98,checked_out,web
B004777,C02319,H001,H001-R016,2025-01-22,2025-01-24,2025-01-27,3,EUR,483.99,checked_out,walk_in
B004778,C01412,H007,H007-R003,2025-04-23,2025-05-09,2025-05-11,2,EUR,282.47,cancelled,mobile
B004779,C00083,H001,H001-R004,2025-02-23,2025-03-09,2025-03-13,4,EUR,709.04,confirmed,walk_in
B004780,C02522,H002,H002-R007,2025-05-07,2025-05-27,2025-05-30,3,EUR,415.05,confirmed,web
B004781,C00008,H003,H003-R006,2025-05-01,2025-05-25,2025-05-29,4,EUR,675.95,confirmed,mobile
B004782,C01660,H005,H005-R018,2025-01-08,2025-01-18,2025-01-20,2,EUR,240.91,confirmed,mobile
B004783,C01704,H002,H002-R008,2025-06-02,2025-06-05,2025-06-08,3,EUR,629.29,confirmed,booking.com
B004784,C00072,H003,H003-R003,2025-02-20,2025-03-05,2025-03-06,1,EUR,120.47,confirmed,booking.com
B004785,C02902,H002,H002-R023,2025-02-15,2025-03-02,2025-03-04,2,EUR,308.44,confirmed,mobile
B004786,C00827,H006,H006-R015,2025-04-01,2025-04-13,2025-04-16,3,EUR,513.49,confirmed,mobile
B004787,C00726,H003,H003-R004,2025-07-11,2025-07-22,2025-07-25,3,EUR,403.18,confirmed,expedia
B004788,C01770,H003,H003-R002,2025-02-06,2025-02-10,2025-02-14,4,EUR,494.59,confirmed,walk_in
B004789,C01121,H001,H001-R019,2025-01-14,2025-01-27,2025-02-01,5,EUR,822.79,no_show,expedia
B004790,C00053,H006,H006-R014,2025-03-09,2025-03-24,2025-03-29,5,GBP,689.34,confirmed,booking.com
B004791,C01812,H004,H004-R021,2025-04-30,2025-05-01,2025-05-03,2,USD,427.79,confirmed,booking.com
B004792,C00153,H003,H003-R012,2025-05-04,2025-05-20,2025-05-24,4,EUR,890.02,cancelled,booking.com
B004793,C02312,H004,H004-R014,2025-01-13,2025-01-30,2025-02-01,2,EUR,381.3,confirmed,expedia
B004794,C02808,H004,H004-R022,2025-03-31,2025-04-20,2025-04-22,2,GBP,390.3,cancelled,booking.com
B004795,C02737,H001,H001-R023,2025-03-30,2025-04-19,2025-04-24,5,EUR,856.07,checked_out,booking.com
B004796,C01564,H008,H008-R003,2025-02-05,2025-02-18,2025-02-21,3,EUR,392.85,checked_out,web
B004797,C00809,H002,H002-R010,2025-05-23,2025-06-12,2025-06-19,7,EUR,931.54,cancelled,web
B004798,C01405,H002,H002-R003,2025-06-12,2025-06-16,2025-06-20,4,EUR,741.38,confirmed,web
B004799,C02000,H004,H004-R003,2025-04-05,2025-04-22,2025-04-25,3,XXX,416.88,confirmed,booking.com
B004800,C00119,H005,H005-R018,2025-02-09,2025-02-25,2025-03-01,4,EUR,791.36,confirmed,web
B004801,C02192,H001,H001-R005,2025-01-11,2025-02-04,2025-02-07,3,EUR,564.08,confirmed,walk_in
B004802,C00081,H006,H006-R014,2025-05-25,2025-05-30,2025-06-02,3,EUR,543.66,confirmed,web
B004803,C01507,H007,H007-R007,2025-07-07,2025-07-20,2025-07-21,1,EUR,175.38,checked_out,web
B004804,C01208,H004,H004-R006,2025-07-21,2025-08-09,2025-08-13,4,EUR,673.44,confirmed,walk_in
B004805,C02223,H007,H007-R004,2025-01-01,2025-01-05,2025-01-07,2,EUR,276.7,checked_out,mobile
B004806,C01600,H001,H001-R010,2025-05-10,2025-05-30,2025-06-02,3,EUR,359.62,confirmed,mobile
B004807,C00883,H001,H001-R007,2025-04-28,2025-04-28,2025-05-02,4,EUR,571.82,checked_out,mobile
B004808,C01924,H007,H007-R004,2025-03-26,2025-04-08,2025-04-09,1,EUR,146.27,confirmed,booking.com
B004809,C01509,H002,H002-R010,2025-06-20,2025-06-28,2025-07-01,3,GBP,591.96,checked_out,booking.com
B004810,C02003,H007,H007-R020,2025-05-20,2025-06-14,2025-06-16,2,EUR,330.65,checked_out,booking.com
B004811,C01549,H003,H003-R002,2025-06-10,2025-06-17,2025-06-23,6,USD,833.88,checked_out,walk_in
B004812,C01379,H007,H007-R008,2025-01-12,2025-01-12,2025-01-14,2,EUR,265.86,checked_out,web
B004813,C02792,H003,H003-R014,2025-02-11,2025-02-23,2025-02-28,5,EUR,767.88,confirmed,expedia
B004814,C00188,H005,H005-R012,2025-06-13,2025-07-07,2025-07-10,3,EUR,511.46,cancelled,booking.com
B004815,C01273,H006,H006-R007,2025-01-08,2025-01-19,2025-01-20,1,EUR,140.01,checked_out,expedia
B004816,C02067,H003,H003-R003,2025-06-13,2025-06-29,2025-07-04,5,USD,961.83,checked_out,expedia
B004817,C01877,H003,H003-R020,2025-06-14,2025-07-01,2025-07-05,4,EUR,861.33,confirmed,mobile
B004818,C02510,H006,H006-R002,2025-03-11,2025-03-21,2025-03-25,4,EUR,599.14,checked_out,web
B004819,C00687,H008,H008-R011,2025-03-28,2025-04-12,2025-04-14,2,EUR,435.39,confirmed,walk_in
B004820,C00599,H004,H004-R005,2025-06-21,2025-07-03,2025-07-05,2,EUR,427.95,confirmed,mobile
B004821,C02518,H003,H003-R022,2025-05-01,2025-05-09,2025-05-12,3,EUR,575.15,confirmed,booking.com
B004822,C02655,H006,H006-R010,2025-05-20,2025-06-05,2025-06-07,2,EUR,416.43,confirmed,booking.com
B004823,C00706,H003,H003-R017,2025-02-13,2025-02-27,2025-03-03,4,USD,611.71,cancelled,mobile
B004824,C02376,H006,H006-R004,2025-06-19,2025-07-10,2025-07-11,1,EUR,221.96,confirmed,booking.com
B004825,C00500,H008,H008-R023,2025-02-21,2025-03-13,2025-03-15,2,EUR,370.36,checked_out,mobile
B004826,C01067,H003,H003-R024,2025-03-26,2025-04-05,2025-04-06,1,EUR,155.94,cancelled,mobile
B004827,C01351,H002,H002-R018,2025-04-01,2025-04-13,2025-04-14,1,USD,140.16,cancelled,expedia
B004828,C01117,H001,H001-R002,2025-05-13,2025-06-07,2025-06-14,7,USD,940.43,checked_out,mobile
B004829,C02450,H001,H001-R023,2025-01-21,2025-02-15,2025-02-18,3,GBP,651.35,checked_out,expedia
B004830,C00124,H007,H007-R007,2025-01-08,2025-01-30,2025-01-31,1,GBP,188.48,confirmed,mobile
B004831,C01446,H003,H003-R024,2025-02-04,2025-02-12,2025-02-14,2,EUR,269.1,checked_out,web
B004832,C00950,H007,H007-R025,2025-04-13,2025-05-05,2025-05-07,2,EUR,363.35,confirmed,mobile
B004833,C02102,H005,H005-R011,2025-03-26,2025-04-13,2025-04-19,6,EUR,788.85,confirmed,walk_in
B004834,C02098,H007,H007-R022,2025-06-27,2025-07-11,2025-07-12,1,EUR,161.89,checked_out,web
B004835,C02065,H001,H001-R008,2025-04-19,2025-04-20,2025-04-24,4,USD,785.41,confirmed,web
B004836,C01335,H007,H007-R025,2025-06-27,2025-07-17,2025-07-21,4,USD,768.06,checked_out,web
B004837,C01968,H006,H006-R018,2025-05-18,2025-06-01,2025-06-02,1,EUR,173.66,confirmed,booking.com
B004838,C00496,H008,H008-R009,2025-04-06,2025-04-17,2025-04-18,1,EUR,170.41,confirmed,web
B004839,C01909,H007,H007-R015,2025-01-27,2025-02-07,2025-02-13,6,USD,1338.69,confirmed,booking.com
B004840,C02778,H008,H008-R014,2025-03-13,2025-04-01,2025-04-05,4,GBP,565.08,checked_out,web
B004841,C01480,H002,H002-R015,2025-01-28,2025-02-07,2025-02-08,1,EUR,196.07,no_show,expedia
B004842,C01165,H003,H003-R009,2025-02-27,2025-03-08,2025-03-09,1,GBP,142.89,checked_out,walk_in
B004843,C02989,H005,H005-R017,2025-05-11,2025-05-16,2025-05-18,2,EUR,445.79,confirmed,web
B004844,C02390,H006,H006-R004,2025-05-30,2025-06-18,2025-06-23,5,EUR,614.06,confirmed,web
B004845,C01063,H002,H002-R002,2025-04-29,2025-05-18,2025-05-24,6,EUR,859.67,confirmed,expedia
