payment_id,booking_id,provider,status,amount,currency,transaction_date
PKLGP0S38Q,B003721,stripe,captured,157.17,EUR,2025-05-09
PMERKK0KKW,B005738,pos,captured,426.34,EUR,2025-02-03
P970WNZZ20,B002782,stripe,authorized,1091.02,EUR,2025-07-17
PSTMDRL913,B004635,paypal,captured,1057.34,EUR,2025-02-25
PI9D7F5RFG,B002413,stripe,captured,111.02,EUR,2025-03-28
P24VIH31HY,B002413,adyen,failed,158.6,ZZZ,2025-03-23
P0ZVM9HEIO,B000140,stripe,captured,540.19,EUR,2025-05-14
PSDMNE0KNG,B005263,paypal,captured,195.16,EUR,2025-05-03
P2VKQHMNV4,B005846,adyen,captured,443.84,USD,2025-01-12
P0SSWRG5J0,B003063,adyen,failed,656.62,EUR,2025-05-18
PUPEFBRR42,B003226,stripe,authorized,657.3,GBP,2025-07-01
PAJUPWTH6R,B000533,adyen,authorized,346.7,EUR,2025-02-25
PWN49YSI1L,B000064,pos,authorized,153.36,USD,2025-04-30
PJT6QIJULX,B001852,paypal,captured,927.53,EUR,2025-01-03
PVP5IYOQQV,B003586,pos,chargeback,788.43,GBP,2025-06-03
PU7TWS4EDH,B000960,paypal,captured,126.64,GBP,2025-04-30
PFJ33M2OAB,B000960,adyen,captured,180.91,GBP,2025-05-08
P2FBBC4L3G,B001276,stripe,captured,313.95,EUR,2025-05-30
PKI19TLSRJ,B002092,stripe,captured,914.07,EUR,2025-06-02
P2KVUK2BL4,B004167,stripe,captured,597.74,EUR,2025-03-20
PDKBE9RLO4,B001405,paypal,captured,316.09,EUR,2025-05-04
P3HI9GVAOE,B000010,stripe,failed,143.7,EUR,2025-03-24
PIH7Y9KHLH,B002043,adyen,captured,363.97,EUR,2025-01-08
P3YPZXSC9M,B001949,adyen,captured,170.16,EUR,2025-06-24
PM3CV5PO78,B002846,pos,authorized,240.54,EUR,2025-05-12
PGPICZECX2,B002846,pos,failed,343.63,EUR,2025-05-08
P09HIHH11J,B002553,adyen,captured,378.99,EUR,2025-06-10
P0GWCWCULS,B002553,adyen,captured,541.41,EUR,2025-06-05
PAWO1DFQRU,B004286,pos,captured,427.1,EUR,2025-03-26
PSHSK03IWG,B002724,adyen,failed,313.59,EUR,2025-04-15
PBSENIGHC8,B000333,paypal,captured,316.72,USD,2025-01-31
PLEO21VHAZ,B004921,stripe,refunded,675.15,EUR,2025-01-20
PUD2PR5D5U,B002395,paypal,authorized,102.61,EUR,2025-03-05
P7GANT9WI0,B002395,stripe,failed,146.59,EUR,2025-03-04
PJIGX66KRY,B004498,adyen,refunded,588.01,GBP,2025-04-04
PEEIR8X2A6,B001221,pos,captured,272.04,EUR,2025-07-16
PX1R9RTFMU,B003171,adyen,captured,355.08,USD,2025-04-24
PTAAO8BH5M,B003171,stripe,captured,507.26,USD,2025-04-26
PHI6LWGLRC,B003092,pos,captured,294.7,EUR,2025-03-02
PGD519XKHC,B005050,paypal,authorized,360.34,USD,2025-02-11
PLYK1IOCWK,B000272,paypal,captured,374.84,EUR,2025-03-09
PF2EI1AHZF,B001933,stripe,captured,457.06,EUR,2025-01-27
PBMOTSB1RE,B001933,pos,refunded,652.95,EUR,2025-01-30
PGDAZ36OLC,B000632,pos,captured,750.95,EUR,2025-04-09
P15ILCY3W1,B004298,adyen,refunded,158.77,EUR,2025-04-13
P9XZBV9AIP,B005188,adyen,failed,918.92,EUR,2025-04-20
PVMKR2Y2IU,B002806,paypal,captured,282.84,USD,2025-03-08
PDK0DZ12UH,B005693,stripe,captured,834.49,USD,2025-04-19
PU0BZTYYC8,B003784,adyen,captured,414.01,ZZZ,2025-05-25
PXFW7ROSOI,B002681,pos,refunded,575.29,EUR,2025-05-22
PWXMBCP8SR,B002684,stripe,failed,141.61,EUR,2025-02-23
PNXNNMY3RP,B003922,pos,captured,316.64,EUR,2025-06-01
PMN0Z09W94,B000235,adyen,captured,121.04,EUR,2025-04-07
PJNTNJP0N5,B004648,stripe,captured,114.1,USD,2025-04-09
P6FAAG1UZ4,B004648,paypal,captured,163.0,USD,2025-04-08
PED6NVBRJH,B005308,adyen,captured,589.56,EUR,2025-01-19
P0KRFCXQGP,B003266,pos,authorized,613.21,EUR,2025-07-08
PG0CUZA501,B005123,stripe,captured,313.22,EUR,2025-06-25
PHBO9VWOO0,B003793,pos,captured,1000.5,EUR,2025-01-18
PUIIFJPUPB,B005279,pos,captured,800.5,EUR,2025-07-17
PW4RB7LJ77,B004308,stripe,captured,842.74,EUR,2025-04-02
POTXA5AAW9,B000406,adyen,captured,613.22,EUR,2025-03-28
P7V1Q4ATY9,B005335,pos,captured,222.13,GBP,2025-03-13
P1SOUEMFWH,B002336,stripe,authorized,635.25,EUR,2025-06-03
PMSCXWNT4D,B002864,pos,captured,1111.28,EUR,2025-03-17
PJNZA6CZJL,B002088,pos,captured,263.48,EUR,2025-06-11
PPIHAG35J3,B002351,paypal,captured,272.98,EUR,2025-06-02
P7H49GDFNG,B004702,stripe,captured,1213.49,EUR,2025-04-02
PE1M7K3NZ5,B005368,pos,authorized,926.63,EUR,2025-06-05
P513MOHGOA,B004073,paypal,captured,636.67,EUR,2025-03-08
PP2YFV4LR8,B002718,paypal,captured,648.78,EUR,2025-07-14
PGUG9NYOBD,B000527,stripe,chargeback,613.52,USD,2025-04-09
P88425CW1R,B002517,adyen,captured,192.08,EUR,2025-03-26
P1EUACRTSL,B005325,adyen,captured,951.69,EUR,2025-01-22
P2D2T9O470,B003898,adyen,captured,127.67,EUR,2025-06-06
PGAM0AG090,B002530,pos,failed,408.83,EUR,2025-05-28
PVUTDSLWJ2,B001289,adyen,captured,354.62,EUR,2025-01-30
PX642PLW4A,B001826,adyen,captured,794.92,EUR,2025-01-24
PWZVZ463EJ,B005568,stripe,captured,400.96,USD,2025-07-22
PQ17LVYHU0,B000721,paypal,captured,171.53,EUR,2025-05-25
P7RMAH0RTI,B003854,adyen,captured,428.33,USD,2025-06-20
PU05UG8FR7,B000857,stripe,captured,458.73,EUR,2025-06-25
PSRAYLPE2A,B000558,adyen,failed,622.69,USD,2025-06-20
PPK8JGV6PX,B004472,adyen,captured,191.89,EUR,2025-07-14
PQ10A4UHG6,B005252,adyen,captured,159.24,EUR,2025-03-04
PIK463K8C7,B002541,stripe,captured,422.56,USD,2025-02-02
PEG3QMNYO5,B003600,stripe,captured,175.6,EUR,2025-07-17
PKEL06086E,B001435,pos,authorized,126.76,USD,2025-04-26
PRLMEWREMT,B001435,stripe,failed,181.08,USD,2025-04-21
P9AGKK85M1,B005551,pos,captured,393.15,GBP,2025-05-08
PIQ5QUOX2X,B005040,stripe,authorized,621.5,ZZZ,2025-06-28
POD7UB4UPH,B004556,paypal,failed,121.61,USD,2025-07-25
PZ083OWP2R,B003576,adyen,captured,198.41,EUR,2025-02-09
PAUITVFOV4,B001685,paypal,authorized,735.95,EUR,2025-04-12
PTEZRK23XW,B003718,adyen,captured,134.94,EUR,2025-04-24
P8WCSCPU3B,B001021,paypal,captured,163.96,EUR,2025-03-25
PEMCHPTHDP,B002006,paypal,authorized,578.15,EUR,2025-02-26
PZ3C0C8AB2,B004435,adyen,captured,377.6,EUR,2025-03-29
PUUERDDM4M,B000512,stripe,captured,454.45,EUR,2025-01-22
PHYIO7Y04S,B000512,pos,captured,649.21,EUR,2025-01-21
P87JIQBOSL,B003899,adyen,captured,419.42,EUR,2025-06-08
P1ADP61295,B003970,stripe,refunded,660.78,EUR,2025-07-02
PVAP1FX8EA,B001887,adyen,captured,134.13,USD,2025-06-03
P4SJ6UMS5I,B001887,pos,captured,191.62,USD,2025-05-25
PYK7P3UIT3,B003906,paypal,authorized,939.82,EUR,2025-03-08
PIDGZ0XNQ2,B001799,paypal,captured,365.0,EUR,2025-01-02
PABB9HFNDG,B001149,adyen,captured,951.14,EUR,2025-02-26
PYE1QLBUV3,B002108,paypal,captured,208.43,USD,2025-05-30
PCSVDXINVT,B001563,paypal,captured,385.92,EUR,2025-03-12
PPY6DMS6AR,B003422,paypal,captured,116.6,USD,2025-01-11
PH6EHR3Y0D,B003422,paypal,captured,166.57,USD,2025-01-13
PAY6UOVM0R,B002996,pos,failed,614.96,USD,2025-04-19
PW3OZB7U4Y,B003532,paypal,captured,325.11,USD,2025-07-01
PI627TXCAL,B004147,stripe,captured,136.36,EUR,2025-05-17
PYR4G8KPN6,B001744,stripe,captured,147.25,EUR,2025-06-29
PP9I6UW1AF,B002841,pos,authorized,828.61,EUR,2025-03-07
P6NI7MHKAO,B000607,paypal,failed,220.95,EUR,2025-07-14
PMZPJR0MO2,B005853,adyen,captured,448.76,EUR,2025-07-28
P6EMOTDUDV,B005853,paypal,refunded,641.09,EUR,2025-07-30
P7LSIF60PE,B000638,pos,captured,853.63,EUR,2025-04-07
PHOXP0Q1X1,B001332,paypal,captured,483.62,GBP,2025-03-29
P9HXTPK5ET,B004801,stripe,captured,564.08,EUR,2025-01-21
PWCTT7FKOW,B001649,paypal,captured,497.53,EUR,2025-06-22
PI6ICGESOC,B001182,adyen,captured,175.09,EUR,2025-06-05
POEEJZNNR5,B004446,adyen,authorized,295.69,EUR,2025-06-21
P7WDYG9L8B,B004446,stripe,captured,422.42,EUR,2025-06-29
P3W5W2Q6T4,B004204,stripe,captured,379.27,EUR,2025-05-06
PEDLQF75YK,B002210,adyen,captured,628.81,USD,2025-03-06
PMPJAUQCA2,B001770,stripe,refunded,361.18,EUR,2025-06-28
P8MLPIX5EF,B001756,paypal,captured,135.15,EUR,2025-06-26
PBA10XLKH4,B005096,pos,failed,101.89,EUR,2025-02-20
PP2XLN04XZ,B005096,paypal,failed,145.55,EUR,2025-02-26
P5WGEQ9FDQ,B001346,adyen,captured,392.49,EUR,2025-01-28
PZOFFOB6E6,B004170,stripe,captured,862.73,EUR,2025-02-13
PNCRUHF9PI,B000511,adyen,captured,278.23,EUR,2025-03-29
PRHYVHSGVD,B001677,adyen,captured,434.56,ZZZ,2025-06-01
P93JP9TRMR,B001677,adyen,captured,620.8,EUR,2025-06-01
P9PN4CVPL3,B002062,adyen,failed,182.27,EUR,2025-02-24
PQBSX233TV,B003994,stripe,captured,1054.71,EUR,2025-05-05
PQVH9YPW1T,B003224,paypal,captured,926.79,EUR,2025-06-06
PJL62YAPFT,B003224,paypal,captured,1323.98,EUR,2025-06-05
PDW8MAXJPP,B005794,adyen,captured,724.07,EUR,2025-02-12
PN6CVZZ0P6,B000457,pos,captured,124.67,GBP,2025-01-21
P64NWUMB5S,B000457,adyen,captured,178.1,GBP,2025-01-22
P6XMS5G4IN,B001809,adyen,captured,280.08,EUR,2025-02-02
PFEHWHNBYG,B003560,stripe,captured,222.62,EUR,2025-06-03
P5F2FVUP5M,B003560,paypal,captured,318.03,EUR,2025-05-26
P4ACHTNKC5,B000757,paypal,authorized,537.75,EUR,2025-03-03
P8X87S8D1C,B003461,paypal,captured,856.15,EUR,2025-03-09
PHT5OPN98I,B004017,stripe,captured,169.32,EUR,2025-01-07
PYYCGCT34S,B002860,paypal,authorized,414.34,EUR,2025-02-24
PS559NEXRA,B001066,paypal,authorized,955.48,USD,2025-02-08
PY9U5KUGDW,B001266,pos,captured,444.88,EUR,2025-07-27
P323XPBUB4,B005388,stripe,captured,634.58,EUR,2025-05-28
P8GLTQTDD9,B001820,adyen,refunded,144.65,EUR,2025-04-15
PFS31OBPAM,B000692,pos,captured,1108.28,EUR,2025-05-08
PA7JT25ADK,B003714,pos,refunded,295.64,EUR,2025-07-22
PE9IT882GE,B004730,paypal,captured,181.98,EUR,2025-03-13
PHPHIBI377,B005056,paypal,captured,444.2,EUR,2025-03-27
PGAUZ8C8H9,B000502,stripe,captured,160.92,EUR,2025-01-13
PB6ZOIEWLC,B002169,pos,captured,619.46,EUR,2025-05-27
PZJLP2F5R4,B003955,pos,failed,181.3,EUR,2025-04-04
PAPB0QDVBA,B003697,paypal,captured,584.79,USD,2025-01-20
P7AY2BM1JV,B003697,stripe,failed,835.41,USD,2025-01-24
P5BX4V3WLO,B001039,pos,captured,433.93,EUR,2025-07-29
PJQLETU2SH,B001022,pos,captured,471.5,EUR,2025-04-17
PQLFWN7PCB,B002742,paypal,refunded,208.37,EUR,2025-07-08
P2M51UZP8B,B000358,pos,captured,1109.01,EUR,2025-02-06
P3OS6JDEOL,B003373,stripe,captured,156.56,EUR,2025-03-24
PI7WTU1521,B002653,adyen,captured,667.69,EUR,2025-06-25
P1GFW4WDDO,B002945,adyen,refunded,194.96,USD,2025-05-08
PW0C6O1UU3,B001509,stripe,failed,211.18,EUR,2025-03-02
PNYN98WGXD,B000211,stripe,captured,629.06,USD,2025-04-15
PMZKJBHHW8,B005396,paypal,failed,369.44,GBP,2025-01-05
PQ8H2NSUDW,B005396,adyen,chargeback,527.77,GBP,2025-01-11
PZSNEZ5JGD,B002082,paypal,captured,847.25,EUR,2025-07-19
PXNGMZCVZK,B004255,adyen,captured,765.59,EUR,2025-03-24
PVPZ93KS3C,B005496,paypal,authorized,636.77,EUR,2025-06-25
PNFHZ0ZERB,B000737,pos,captured,131.84,EUR,2025-06-26
PWGEBRZZY1,B005813,paypal,captured,284.72,EUR,2025-07-05
PF51DG0UES,B000383,paypal,captured,289.37,EUR,2025-06-01
PIE0C1Z7MW,B005423,stripe,captured,761.84,EUR,2025-04-02
PZNTWCD7EE,B004596,pos,failed,223.24,EUR,2025-03-27
PY4UN3HQRO,B002532,stripe,failed,259.69,EUR,2025-02-14
PRA6AILOV6,B002842,stripe,authorized,161.38,EUR,2025-02-15
PGQDIIRZ60,B000717,stripe,captured,0.0,EUR,2025-04-17
PD03FGCS7J,B003812,stripe,captured,1216.49,EUR,2025-07-18
P0K9JPH3MZ,B003534,pos,captured,658.33,EUR,2025-03-24
PMRS7PAF98,B000904,adyen,authorized,563.49,USD,2025-02-27
P7XXS27CXK,B002975,stripe,captured,641.75,EUR,2025-07-01
PIBHXXQGMH,B001335,adyen,captured,422.93,EUR,2025-05-01
PFVHJFLUYX,B001343,stripe,captured,791.54,EUR,2025-02-14
P59CFM4TNK,B005346,stripe,captured,641.01,GBP,2025-02-15
PG0UZGMANH,B002281,adyen,captured,190.66,USD,2025-02-15
P1C9I1Q3JG,B002692,stripe,captured,445.81,USD,2025-04-09
PZWFR3P53R,B001103,paypal,failed,308.85,EUR,2025-05-05
PESYL15FV9,B001103,stripe,authorized,441.22,EUR,2025-04-27
PK7DULRMFI,B001031,adyen,refunded,261.81,EUR,2025-05-01
PLFL1JE11T,B005839,paypal,captured,603.02,EUR,2025-03-23
PHPFXHGGU1,B003157,adyen,captured,462.66,USD,2025-03-24
PPQA9Z1ZKJ,B004508,adyen,captured,148.03,EUR,2025-03-30
PJEYSFZU1T,B003438,paypal,failed,204.41,USD,2025-02-22
PPCQ7Y2EJO,B005356,adyen,captured,285.63,EUR,2025-05-18
PIYZF60DSB,B001669,adyen,authorized,562.38,USD,2025-04-03
PO0SWJHUJZ,B003677,paypal,captured,368.54,USD,2025-02-02
PZF5ZIDLE5,B002660,stripe,captured,920.43,USD,2025-07-13
PB1GEETGT3,B001107,adyen,captured,751.57,USD,2025-04-10
P4EEGO5M5S,B004127,adyen,captured,658.94,EUR,2025-04-11
P82AFWU88M,B004622,stripe,failed,238.75,EUR,2025-04-28
P9ZTV7UC4T,B001625,pos,captured,455.54,EUR,2025-05-20
PNFSCHGI5V,B002543,adyen,failed,155.65,USD,2025-05-23
P95BKJ1X33,B002543,stripe,captured,222.36,USD,2025-05-16
P2K6THM5YP,B001384,stripe,failed,223.78,GBP,2025-05-29
PS08OUC55J,B003680,pos,captured,179.14,EUR,2025-07-02
P6H2PDPHR3,B004141,paypal,captured,766.96,USD,2025-06-04
PLFSMUAPRQ,B005530,paypal,captured,798.38,EUR,2025-02-01
P96KU68XCR,B005662,paypal,authorized,752.43,EUR,2025-04-02
PU6ZN3UC05,B005868,paypal,captured,191.43,EUR,2025-07-03
PM8WDM1A6X,B000945,pos,captured,199.5,EUR,2025-02-28
P9W7N3FABQ,B004827,paypal,failed,140.16,USD,2025-04-11
PKJWINXX2U,B004488,pos,failed,142.37,EUR,2025-01-18
PUUAA05O01,B004488,adyen,captured,203.38,EUR,2025-01-19
P2DRUW7CAU,B000508,stripe,refunded,172.35,EUR,2025-01-19
PSA2L7GXBB,B004494,pos,captured,528.84,EUR,2025-03-29
PHGOVBA6D5,B002004,adyen,captured,345.09,EUR,2025-02-18
PTEW62AU18,B002004,pos,captured,492.99,EUR,2025-02-19
PS1MWYZJKZ,B001789,adyen,failed,885.08,GBP,2025-04-22
PZUBZR4KC8,B002698,stripe,failed,147.37,EUR,2025-03-20
P95AORA72M,B005819,pos,refunded,260.91,EUR,2025-04-13
P8DFWKXNV2,B001121,paypal,captured,433.92,EUR,2025-04-08
PSDP8HA1NM,B001121,paypal,captured,289.28,EUR,2025-03-30
PKLKNGFBQG,B002347,paypal,captured,216.86,EUR,2025-03-03
PP4U9PYXOE,B005893,adyen,captured,85.7,USD,2025-07-19
PCVE866OWW,B005893,paypal,failed,122.43,USD,2025-07-15
P9AG49JBWC,B002222,pos,captured,492.17,EUR,2025-04-29
P3VPNCSXEX,B003998,stripe,captured,788.79,EUR,2025-06-30
P32PPWDF9P,B000773,stripe,captured,146.96,EUR,2025-06-08
PA9MZFIGI2,B000773,pos,captured,209.94,EUR,2025-06-11
PVHY4MF790,B001696,adyen,captured,602.13,GBP,2025-07-28
PF4X0LFFW0,B004385,stripe,refunded,214.04,EUR,2025-04-04
PKRGCGHKMD,B001220,adyen,captured,562.19,EUR,2025-05-25
PAZ223YJWH,B005476,stripe,captured,346.95,EUR,2025-07-25
PK5IE0MLQJ,B005397,pos,captured,123.65,USD,2025-03-08
PKXSGAQBT6,B001557,adyen,captured,733.03,EUR,2025-03-29
PFMO7P0B5B,B004923,paypal,failed,185.34,EUR,2025-07-24
PQ0L5EM9HY,B001540,paypal,failed,595.2,EUR,2025-05-07
P3SGWMTRC7,B005422,pos,captured,749.95,EUR,2025-06-07
PSN2GANV7D,B000497,stripe,captured,521.42,USD,2025-07-17
PORT6SIS51,B005751,adyen,captured,444.41,EUR,2025-01-21
PM5G0XJRIW,B002036,pos,authorized,428.29,EUR,2025-07-25
PCF7CWHKEC,B002477,paypal,captured,219.16,EUR,2025-07-03
P4R2PE7XGJ,B002477,adyen,captured,313.09,EUR,2025-07-08
PH5F8X834D,B004741,adyen,captured,364.6,EUR,2025-06-12
PC1IEWNATH,B002633,paypal,captured,409.76,EUR,2025-03-25
P058FG7D3B,B000228,stripe,authorized,1029.22,USD,2025-06-11
PEEG0DDNOR,B004010,stripe,failed,197.06,USD,2025-05-19
PYB0CAIRZ2,B002272,pos,captured,418.2,GBP,2025-07-18
P12HY4XL0C,B003763,adyen,captured,1492.22,EUR,2025-03-16
PLZMHB2UDH,B005637,adyen,authorized,199.46,EUR,2025-03-31
PG81JGBHXL,B005230,stripe,captured,137.79,EUR,2025-01-27
PPQ2E1BWC0,B003981,paypal,captured,168.52,GBP,2025-03-25
PTIOMY2D1Q,B002378,paypal,failed,480.84,EUR,2025-02-03
P3ZLCY6Z7U,B003770,stripe,authorized,268.89,USD,2025-07-18
PXV3N6FYNO,B005350,adyen,authorized,127.85,EUR,2025-06-24
P0EOH2OM9Z,B000884,pos,authorized,87.01,EUR,2025-02-22
PR94JAOW0I,B000884,adyen,captured,124.3,EUR,2025-02-25
PHZLNJERG0,B001001,adyen,captured,205.15,EUR,2025-05-01
PFP6GVKUGY,B001209,pos,captured,171.81,EUR,2025-06-27
PJWM9Y9AH3,B001666,pos,captured,391.55,GBP,2025-04-28
PL83AMXFUT,B001666,stripe,failed,559.36,GBP,2025-04-27
PFEF1B4HWM,B001094,pos,captured,213.59,EUR,2025-02-12
POL8QQH9F2,B004651,pos,failed,842.0,EUR,2025-05-01
P3FM71W5B5,B005200,pos,captured,839.99,EUR,2025-01-04
P4GZ0GEXUZ,B000436,pos,captured,274.56,EUR,2025-04-07
PABPVDHV91,B003407,paypal,captured,157.48,EUR,2025-06-12
PLMR3YIB1X,B000566,paypal,captured,189.85,USD,2025-07-12
P5CAH4QR4O,B004389,paypal,authorized,949.21,EUR,2025-07-01
PR2QLJHE2Y,B002427,pos,captured,677.78,EUR,2025-02-14
PRJDW9PP53,B002334,adyen,captured,426.72,USD,2025-07-05
PTT9FT53DF,B001758,pos,captured,773.07,EUR,2025-01-07
PQYH38O0YL,B005170,paypal,captured,210.22,EUR,2025-07-16
P4OQ56QP22,B005170,stripe,captured,300.32,EUR,2025-07-20
PJE34XWNTG,B001719,adyen,captured,177.21,EUR,2025-07-07
P5063E8LW5,B004083,paypal,authorized,201.16,EUR,2025-07-01
PDJF7R46YH,B003104,pos,captured,207.32,GBP,2025-04-06
PH8Q5D6QS9,B000579,pos,failed,849.99,GBP,2025-06-15
PSO4EPHMGZ,B001688,pos,captured,148.83,EUR,2025-06-26
P95WUS6PUQ,B001634,adyen,failed,647.28,USD,2025-01-16
PIYWZ4FJVO,B005451,stripe,chargeback,373.02,USD,2025-01-12
PZQDYHUQS4,B001411,paypal,captured,208.74,EUR,2025-05-06
PJY5VAP3E9,B002063,stripe,refunded,890.33,EUR,2025-03-04
P6GHL3FM3R,B001084,adyen,chargeback,107.39,GBP,2025-06-16
PKKP9EI0OX,B001084,stripe,captured,153.41,GBP,2025-06-15
PNCHEI44CE,B004564,adyen,captured,167.62,EUR,2025-01-30
PCRF0VETAE,B002109,adyen,refunded,299.29,EUR,2025-04-07
P3JB5MZ3OD,B001169,stripe,authorized,886.92,EUR,2025-05-23
PUGQE3Q4AF,B001541,paypal,refunded,792.12,EUR,2025-03-18
P1NFVH0URJ,B005187,adyen,captured,247.11,USD,2025-02-04
P63QL382ZW,B004858,paypal,captured,318.06,USD,2025-04-10
PR7PVKUIJI,B002432,stripe,captured,426.15,GBP,2025-05-15
P2L5486SIP,B002432,paypal,captured,608.78,GBP,2025-05-18
POJLQ1ENNE,B000070,pos,captured,816.54,EUR,2025-05-31
PK31A0TCCO,B001926,pos,captured,211.68,USD,2025-03-26
P5G9BVOYLF,B001030,pos,captured,524.49,EUR,2025-02-17
P246N3RVPU,B002560,adyen,authorized,132.81,USD,2025-06-28
P8L4OG0PR4,B000924,paypal,captured,429.48,EUR,2025-07-29
P8NLCCK91S,B002664,stripe,captured,989.24,USD,2025-03-26
P98HXDU15V,B004814,adyen,authorized,511.46,ZZZ,2025-06-15
P68D26WATK,B003581,stripe,captured,866.04,EUR,2025-02-26
P2Y62BMFZO,B002746,paypal,authorized,213.22,EUR,2025-05-28
PZY3PLEP8H,B003639,adyen,authorized,432.21,EUR,2025-02-08
PSFVSNV4GN,B004471,paypal,captured,375.28,EUR,2025-07-08
PSSIFJ3ZFC,B001923,adyen,captured,267.51,EUR,2025-05-29
PV5OTN7KNN,B001923,paypal,captured,382.16,EUR,2025-05-29
PR1E8EUTXD,B003254,paypal,captured,663.42,EUR,2025-05-12
PWS09CPNHF,B002926,stripe,captured,272.31,EUR,2025-06-17
PA5N7KUEET,B001412,adyen,captured,214.61,EUR,2025-04-01
PLJUH5MXZG,B000220,stripe,failed,282.15,EUR,2025-06-13
P4LDPZF2NL,B002999,pos,captured,171.41,EUR,2025-04-27
PR9JWAETED,B000157,stripe,captured,463.24,EUR,2025-07-02
P9P9ZX3D7E,B004756,stripe,refunded,791.3,EUR,2025-01-26
PL1JLXOX5S,B001324,paypal,captured,221.02,EUR,2025-04-04
PU418H1QQM,B002609,paypal,captured,350.63,USD,2025-02-23
PBYINQWGID,B005300,stripe,captured,610.58,EUR,2025-05-13
PBJXNW7K7V,B001950,paypal,authorized,676.69,EUR,2025-06-30
PI7V0BYUL6,B005293,pos,captured,163.1,EUR,2025-01-16
PU4HVELT61,B001490,stripe,captured,815.11,EUR,2025-06-02
PB6UYM5LU3,B003430,pos,authorized,532.97,EUR,2025-02-19
PBKVLYD3DH,B004338,paypal,captured,197.56,GBP,2025-02-28
PY04EHLB0Y,B000746,stripe,captured,256.69,EUR,2025-04-05
PORE0XWPB6,B002034,stripe,captured,215.17,EUR,2025-02-26
PX78CSNYDM,B005417,paypal,captured,1104.7,USD,2025-03-10
PIC4J4JIAO,B000407,adyen,captured,542.89,EUR,2025-04-08
PER0DYFH9D,B003052,pos,captured,505.69,USD,2025-07-27
PLN8ZNA121,B000247,adyen,chargeback,242.04,EUR,2025-06-08
PPAO3WRNYU,B002756,pos,authorized,897.02,EUR,2025-06-03
P9ZPN61QJ2,B003229,stripe,captured,180.63,USD,2025-02-08
PJ30BBGD19,B005026,stripe,refunded,372.0,EUR,2025-07-21
PXDBLI4KXN,B003687,paypal,failed,1279.97,USD,2025-04-14
PD5F28Y7DT,B001977,stripe,captured,330.17,EUR,2025-03-13
PK625SKPP0,B003321,pos,captured,158.83,EUR,2025-04-28
PX06MIF90Q,B001783,stripe,captured,958.8,EUR,2025-06-26
PTFT7T4Y4A,B001815,pos,authorized,207.12,GBP,2025-07-06
P1DWI83WIP,B005405,paypal,captured,323.26,EUR,2025-05-29
P1KKLEKL60,B003652,adyen,captured,186.2,USD,2025-03-19
PPP5STCLT7,B002953,adyen,authorized,251.25,EUR,2025-07-20
PVC3QRCN0L,B000630,paypal,captured,639.83,EUR,2025-06-29
PZJOK37RSV,B000350,pos,captured,865.41,EUR,2025-03-01
PILD8QCIO2,B004958,pos,failed,318.73,EUR,2025-07-14
PK5U2VHXHH,B005717,stripe,failed,184.81,USD,2025-04-02
PAPPTT59VE,B004829,paypal,captured,651.35,GBP,2025-01-28
PQW2OWYBUM,B005657,adyen,captured,1101.3,EUR,2025-01-16
PH27PX4RVD,B003775,paypal,refunded,491.08,EUR,2025-04-13
PQY9FH0IDO,B003907,adyen,captured,1056.98,EUR,2025-03-26
PBX8U0KE0Q,B001257,paypal,refunded,1112.85,GBP,2025-02-15
POILTZ8E16,B005897,adyen,failed,521.68,EUR,2025-05-18
PP78NS94MR,B003848,stripe,captured,412.09,EUR,2025-06-23
PU2EZTP5NO,B003641,stripe,captured,564.81,EUR,2025-07-26
P3OD6XQZDD,B002817,paypal,authorized,797.64,EUR,2025-04-12
PT46PW661N,B000702,adyen,captured,149.2,EUR,2025-03-27
PWVVT6IR85,B001648,adyen,captured,423.2,EUR,2025-02-09
P5OU48ER4O,B005449,stripe,captured,137.17,EUR,2025-06-11
PRGH62WVVV,B000830,paypal,refunded,397.57,EUR,2025-03-18
PCPELEJSPV,B005450,paypal,authorized,183.02,EUR,2025-03-28
PZ4JEM4CH6,B002382,adyen,captured,343.4,ZZZ,2025-07-03
PVWCL6JAIY,B001115,stripe,captured,433.58,EUR,2025-06-09
PO50PZEL66,B003170,stripe,captured,163.12,USD,2025-07-20
PWW0Y9GXMT,B004218,pos,captured,138.12,EUR,2025-04-14
P1N55ZCKTN,B004977,pos,captured,598.83,USD,2025-01-07
PN8XN8153O,B003163,pos,authorized,434.44,GBP,2025-07-21
P1AWGVY2TK,B000976,stripe,captured,124.98,GBP,2025-01-12
PTT42A56SD,B005610,stripe,captured,817.13,EUR,2025-04-15
PIBJXSKWN4,B001781,stripe,captured,1069.63,EUR,2025-03-31
POV7PY71TR,B002940,stripe,authorized,275.4,EUR,2025-02-11
PBBRX4V4E4,B000362,pos,captured,139.95,EUR,2025-01-18
PFM7FEZG99,B002401,adyen,captured,484.6,EUR,2025-01-12
PXI9STPDV7,B001902,adyen,failed,795.26,EUR,2025-02-27
PF4IIQFBXC,B005236,adyen,failed,688.09,USD,2025-05-15
P3PADXJSEK,B002448,pos,captured,438.69,EUR,2025-07-21
P1KG29SA3E,B004206,pos,captured,178.95,GBP,2025-04-26
PH628GT6LZ,B001159,paypal,captured,827.82,USD,2025-02-07
P9VNGPOTVM,B003476,stripe,refunded,892.59,USD,2025-05-16
